Game,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date,Unnamed: 0,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio
MySims,5340000.0,2480000.0,2160000.0,120000.0,570000.0,68.3,6.8,2007-09-18,7362,1246620,71340,4821,7,255,1,0,57.35000000000001
MySims Agents,2120000.0,1170000.0,740000.0,0.0,210000.0,69.0,7.4,2009-09-29,16009,97380,10140,420,3,28,0,0,17.6
MySims Kingdom,1520000.0,700000.0,640000.0,10000.0,160000.0,76.0,8.2,2008-10-28,9236,657540,18420,3861,6,48,1,0,111.28
Myst,110000.0,90000.0,10000.0,0.0,10000.0,56.0,3.9,2008-05-13,4681,4071060,197760,12509,10,621,5,0,77.45
Myst III: Exile,280000.0,140000.0,110000.0,0.0,40000.0,57.0,7.0,2002-09-22,7295,1279440,114540,968,9,249,1,0,42.86000000000001
Mystery Dungeon: Shiren the Wanderer,520000.0,170000.0,0.0,330000.0,20000.0,69.0,8.3,2008-03-04,6226,1967820,150480,2789,7,101,3,0,36.69
Mytran Wars,140000.0,90000.0,20000.0,0.0,30000.0,68.0,8.0,2009-10-20,25629,540,120,5,1,1,0,0,4.5
N+,100000.0,90000.0,0.0,0.0,0.0,80.5,7.6,2008-08-26,10878,397860,75360,1758,11,463,0,0,19.05
NARC,360000.0,180000.0,140000.0,0.0,50000.0,50.0,7.0,2005-03-22,16865,78120,2940,333,2,17,0,0,26.57
NASCAR '14,280000.0,240000.0,0.0,0.0,40000.0,66.0,5.0,2014-02-18,20149,33240,7800,266,2,36,0,0,4.26
NASCAR 07,150000.0,90000.0,50000.0,0.0,10000.0,70.0,7.7,2006-09-06,25861,360,60,6,1,1,0,0,6.0
NASCAR 08,760000.0,530000.0,140000.0,0.0,80000.0,57.3,6.1,2007-07-23,17849,60360,4680,125,2,3,0,0,12.9
NASCAR 2001,1510000.0,790000.0,580000.0,0.0,140000.0,69.5,6.8,2000-09-19,26036,240,60,4,1,0,0,0,4.0
NASCAR 2005: Chase for the Cup,1410000.0,690000.0,540000.0,0.0,180000.0,87.0,8.2,2004-08-31,11679,317460,32520,110,4,42,0,0,27.28
NASCAR Heat 2,130000.0,110000.0,0.0,0.0,20000.0,66.0,5.5,2017-09-12,5413,2870400,1208160,1124,67,2735,5,1,6.1
NASCAR Heat 3,100000.0,90000.0,0.0,0.0,10000.0,68.0,7.3,2018-09-07,3985,5804040,1468560,6440,59,3601,10,1,8.89
NASCAR Heat Evolution,100000.0,90000.0,0.0,0.0,10000.0,66.0,1.4,2016-09-13,4323,4943640,1594140,5867,126,4304,7,1,10.47
NASCAR The Game: Inside Line,200000.0,160000.0,0.0,0.0,30000.0,74.0,4.4,2012-11-06,22862,12000,780,52,1,4,0,0,15.38
NASCAR Thunder 2003,1530000.0,840000.0,520000.0,0.0,170000.0,84.5,7.8,2002-09-29,22053,18000,16920,12,1,7,0,0,1.06
NASCAR Thunder 2004,1310000.0,710000.0,460000.0,0.0,150000.0,86.5,8.2,2003-09-16,24473,2700,540,30,1,5,0,0,5.0
NASCAR: Dirt to Daytona,670000.0,350000.0,240000.0,0.0,70000.0,84.5,8.2,2002-11-11,22733,12780,3180,91,1,15,0,0,4.02
NBA,210000.0,200000.0,0.0,0.0,20000.0,57.0,6.9,2005-03-16,2813,11685000,473580,16600,72,1102,20,0,92.13
NBA 2K Playgrounds 2,140000.0,70000.0,50000.0,0.0,10000.0,69.0,5.5,2018-11-09,3432,8057640,311460,11357,16,1428,15,0,58.17
NBA 2K10,2550000.0,2300000.0,30000.0,10000.0,210000.0,76.2,8.0,2009-10-06,16461,86400,5580,373,2,22,0,0,37.92
NBA 2K11,5040000.0,4310000.0,340000.0,40000.0,360000.0,82.8,7.7,2010-10-05,9666,576660,18060,4016,4,74,0,0,93.63
NBA 2K12,3420000.0,2920000.0,250000.0,10000.0,240000.0,69.2,6.6,2011-10-04,17272,70500,2640,828,1,14,0,0,26.7
NBA 2K13,180000.0,80000.0,60000.0,0.0,10000.0,80.0,7.1,2012-11-18,7596,1141800,45780,2705,7,215,1,0,65.09
NBA 2K14,3760000.0,2360000.0,690000.0,50000.0,660000.0,84.5,5.8,2013-10-01,4646,4158000,917820,9835,24,3360,4,0,21.15
NBA 2K15,7260000.0,5140000.0,1060000.0,30000.0,1030000.0,83.8,4.9,2014-10-07,756,116284980,12106440,14528,169,35400,218,22,25.140000000000004
NBA 2K16,3540000.0,2920000.0,270000.0,0.0,370000.0,71.3,5.0,2015-09-29,112,1769521620,143312220,55328,1580,263380,6158,511,31.44
NBA 2K17,3900000.0,2540000.0,680000.0,30000.0,670000.0,79.0,5.0,2016-09-16,118,1632920040,136855260,73383,3138,251341,3102,258,30.54
NBA 2K18,3970000.0,2580000.0,640000.0,80000.0,650000.0,65.5,2.1,2017-09-19,148,1151864760,98956620,108877,3463,158019,2191,187,27.02
NBA 2K19,2930000.0,1930000.0,460000.0,40000.0,500000.0,82.0,3.4,2018-09-11,90,2052326460,174117540,91060,3160,244774,3904,330,24.63
NBA 2K2,1540000.0,830000.0,520000.0,10000.0,160000.0,89.7,7.6,2002-01-12,24225,3600,840,19,1,6,0,0,4.29
NBA 2K3,1530000.0,870000.0,500000.0,0.0,140000.0,86.7,7.3,2002-10-08,10765,411540,7680,1773,4,14,0,0,222.25
NBA 2K6,1470000.0,910000.0,430000.0,0.0,140000.0,83.0,8.4,2005-09-26,15351,117180,3180,1761,1,6,0,0,36.85
NBA 2K8,1450000.0,1290000.0,20000.0,0.0,150000.0,76.5,6.4,2007-10-02,16908,77280,63480,61,5,236,0,0,3.05
NBA 2K9,2300000.0,1900000.0,170000.0,0.0,220000.0,71.7,7.4,2008-10-07,14221,158460,1860,1435,2,8,0,0,400.39
NBA Ballers,2170000.0,1180000.0,740000.0,0.0,230000.0,82.5,8.4,2004-04-05,17446,67080,4860,210,2,18,0,0,25.8
NBA Ballers: Phenom,470000.0,230000.0,180000.0,0.0,60000.0,69.0,8.5,2006-04-05,19267,41880,2580,126,1,7,0,0,16.23
NBA Jam,950000.0,520000.0,310000.0,0.0,110000.0,68.7,7.6,2010-11-16,5809,2387160,87540,9801,9,498,3,0,118.3
NBA Live 06,930000.0,840000.0,40000.0,0.0,50000.0,71.5,6.2,2005-09-26,22154,17460,1620,106,1,4,0,0,10.78
NBA Live 14,270000.0,170000.0,50000.0,0.0,50000.0,43.0,2.6,2013-11-15,15529,111420,19500,911,3,87,0,0,17.17
NBA Live 15,470000.0,340000.0,60000.0,0.0,60000.0,56.0,6.4,2014-10-28,21982,18300,24300,23,2,106,0,0,0.75
NBA Live 16,340000.0,240000.0,60000.0,0.0,50000.0,59.5,5.8,2015-09-29,2618,13234620,4034640,6037,56,15376,23,6,10.48
NBA Live 18,240000.0,200000.0,0.0,0.0,50000.0,72.0,6.0,2017-09-15,2050,20803560,2968860,11123,80,8068,38,4,18.48
NBA Live 19,340000.0,280000.0,0.0,0.0,60000.0,74.0,6.6,2018-09-07,2222,17778300,5121180,8535,102,8493,33,9,8.17
NBA Live 2005,3040000.0,2380000.0,300000.0,0.0,360000.0,83.5,7.6,2004-09-28,19146,43200,6720,42,1,7,0,0,6.43
NBA Street Homecourt,500000.0,450000.0,10000.0,0.0,40000.0,80.0,7.8,2007-02-20,13854,175920,240,1272,1,1,0,0,733.0
NBA Street V3,610000.0,510000.0,90000.0,0.0,20000.0,88.5,7.9,2005-02-08,15561,110400,11040,1568,4,85,0,0,31.79
NBA Street Vol. 2,2490000.0,2100000.0,310000.0,0.0,70000.0,89.0,8.3,2003-04-28,8935,719820,69840,1742,9,354,0,0,38.49
NCAA Basketball 10,330000.0,310000.0,0.0,0.0,30000.0,75.0,8.0,2009-11-17,6514,1739880,13680,11193,3,27,3,0,228.98
NCAA College Basketball 2K3,380000.0,230000.0,120000.0,0.0,40000.0,83.5,8.3,2002-12-02,18110,56580,780,476,2,3,0,0,72.54
NCAA College Football 2K3,70000.0,50000.0,10000.0,0.0,0.0,70.0,8.8,2002-09-09,17292,70140,1020,409,1,4,0,0,68.76
NCAA Football 06,970000.0,730000.0,210000.0,0.0,30000.0,87.0,7.9,2005-07-11,22134,17580,12840,20,2,7,0,0,1.37
NCAA Football 07,2800000.0,2420000.0,50000.0,0.0,320000.0,80.3,7.9,2006-07-18,7490,1186560,1680,12412,2,8,2,0,907.64
NCAA Football 11,1780000.0,1650000.0,0.0,0.0,120000.0,85.5,7.3,2010-07-13,14723,138060,19020,101,12,36,0,0,21.68
NCAA Football 12,830000.0,780000.0,0.0,0.0,60000.0,82.0,5.8,2011-07-12,16866,78120,4500,301,4,17,0,0,17.36
NCAA Football 13,2040000.0,1840000.0,0.0,0.0,200000.0,77.5,4.8,2012-07-10,11012,380940,31920,522,8,60,0,0,57.46
NCAA Football 14,920000.0,750000.0,0.0,0.0,170000.0,77.0,6.3,2013-07-09,2502,14422380,886200,9081,49,855,25,0,57.87000000000001
NCAA Football 2003,1650000.0,1320000.0,120000.0,0.0,200000.0,91.0,7.5,2002-07-20,19225,42300,1680,496,3,2,0,0,62.78
NCIS,260000.0,170000.0,60000.0,0.0,30000.0,42.5,4.0,2011-11-01,16220,91920,3300,255,2,9,0,0,64.46000000000001
NES Remix,290000.0,180000.0,0.0,90000.0,20000.0,71.0,7.2,2013-12-18,6925,1481160,94140,2859,9,498,1,0,55.45
NFL 2K2,890000.0,440000.0,340000.0,0.0,110000.0,85.0,7.5,2001-11-19,25740,480,60,8,1,1,0,0,8.0
NFL Blitz 20-02,370000.0,210000.0,130000.0,0.0,40000.0,76.5,8.2,2002-02-06,8140,942300,3180,8005,3,16,1,0,337.35
NFL Blitz 20-03,140000.0,110000.0,30000.0,0.0,0.0,72.0,7.8,2002-08-12,13249,207540,9060,1184,9,39,0,0,67.91
NFL Fever 2004,320000.0,240000.0,70000.0,0.0,10000.0,74.0,8.8,2003-08-27,24917,1620,240,10,1,1,0,0,6.75
NFL Head Coach,570000.0,470000.0,40000.0,0.0,60000.0,67.5,7.0,2006-06-20,23314,9600,1500,30,1,2,0,0,6.4
NFL Street,2430000.0,1910000.0,300000.0,0.0,220000.0,80.7,8.6,2004-01-13,7940,1003680,33000,13576,7,139,1,0,97.23
NFL Street 2,2090000.0,1150000.0,730000.0,0.0,230000.0,77.5,7.7,2004-12-22,9358,635940,52260,2392,7,219,0,0,42.78
NFL Street 3,270000.0,240000.0,0.0,0.0,20000.0,68.0,8.3,2006-11-14,10739,414780,1560,4260,1,14,0,0,265.88
NG,10000.0,0.0,0.0,10000.0,0.0,73.0,9.3,2018-09-13,14608,142680,34740,63,5,71,0,0,4.11
NHL 06,910000.0,730000.0,90000.0,0.0,90000.0,78.3,8.4,2005-09-06,13823,177600,7860,491,3,39,0,0,67.42999999999999
NHL 09,670000.0,520000.0,90000.0,0.0,60000.0,79.7,6.8,2008-09-09,9031,701520,361020,1740,14,491,0,0,9.67
NHL 13,1340000.0,840000.0,340000.0,0.0,160000.0,83.5,6.8,2012-09-11,18535,50460,3840,43,2,12,0,0,13.14
NHL 14,1110000.0,680000.0,280000.0,0.0,150000.0,80.5,6.0,2013-09-10,17716,62280,10380,78,3,32,0,0,11.74
NHL 15,870000.0,670000.0,110000.0,0.0,90000.0,58.0,3.0,2014-09-09,7388,1234320,227280,3148,13,2290,2,0,16.71
NHL 16,660000.0,380000.0,160000.0,0.0,120000.0,78.0,5.4,2015-09-15,709,129637620,20453820,21887,290,50662,244,38,15.510000000000002
NHL 17,1120000.0,840000.0,120000.0,0.0,150000.0,77.5,4.8,2016-09-13,437,258894300,9487440,18562,191,29495,490,16,292.23
NHL 18,960000.0,630000.0,190000.0,0.0,140000.0,76.0,3.8,2017-09-15,953,78344460,5650320,30217,127,20097,148,9,31.3
NHL 19,720000.0,520000.0,90000.0,0.0,110000.0,81.0,5.6,2018-09-14,552,191885340,10124100,75069,187,27361,364,18,36.52
NHL 2001,1590000.0,820000.0,610000.0,0.0,160000.0,86.5,7.8,2000-10-25,16732,80820,21960,327,7,62,0,0,7.619999999999999
NHL 2005,680000.0,390000.0,210000.0,0.0,70000.0,75.7,6.7,2004-09-20,22133,17580,1080,54,1,7,0,0,16.28
NHL 2K10,660000.0,410000.0,170000.0,0.0,70000.0,70.7,7.8,2009-09-15,16473,86100,2400,309,1,6,0,0,35.88
NHL 2K7,210000.0,180000.0,0.0,0.0,20000.0,78.5,7.2,2006-11-13,24924,1620,300,11,1,2,0,0,5.4
NHL Hitz 20-03,280000.0,140000.0,110000.0,0.0,40000.0,82.0,8.5,2002-09-16,13082,216000,13860,2667,4,56,0,0,56.76
NHL Hitz Pro,260000.0,140000.0,80000.0,0.0,20000.0,80.0,8.2,2003-09-25,17815,60780,1920,977,1,9,0,0,31.66
Namco Museum,7600000.0,5980000.0,1420000.0,50000.0,150000.0,68.0,8.0,2001-06-10,16099,94860,11520,202,3,69,0,0,16.73
Nancy Drew: The Phantom of Venice,10000.0,0.0,0.0,0.0,0.0,69.0,6.7,2008-07-11,8241,907260,67680,701,6,177,1,0,41.02
Nancy Drew: The White Wolf of Icicle Creek,150000.0,140000.0,0.0,0.0,10000.0,67.0,8.2,2008-12-02,10010,516720,77220,499,8,179,0,0,29.92
Nanostray,60000.0,50000.0,0.0,0.0,0.0,71.0,7.7,2005-07-19,23849,5400,240,38,1,1,0,0,22.5
Napoleon Dynamite: The Game,70000.0,50000.0,0.0,0.0,0.0,41.0,5.9,2007-10-23,17620,64140,300,971,1,2,0,0,213.8
Napoleon: Total War,670000.0,20000.0,540000.0,0.0,110000.0,81.0,7.9,2010-02-23,4975,3556020,562980,3622,14,1769,4,0,26.2
Naruto Shippuden: Dragon Blade Chronicles,180000.0,110000.0,20000.0,50000.0,10000.0,38.0,3.3,2010-11-16,19183,42780,1980,153,1,5,0,0,21.61
Naruto Shippuden: Kizuna Drive,140000.0,40000.0,30000.0,50000.0,20000.0,57.0,4.8,2011-03-22,24884,1680,240,26,1,2,0,0,7.0
Naruto Shippuden: Ultimate Ninja Impact,350000.0,90000.0,70000.0,150000.0,40000.0,59.0,7.4,2011-10-18,13222,209100,8280,1572,2,36,0,0,45.48
Naruto Shippuden: Ultimate Ninja Storm 2,780000.0,430000.0,270000.0,10000.0,70000.0,74.0,8.6,2010-10-19,2870,11283360,510540,32247,17,1915,19,0,164.82999999999996
Naruto Shippuden: Ultimate Ninja Storm 3,520000.0,300000.0,170000.0,10000.0,50000.0,70.0,7.6,2013-03-05,2607,13367880,362160,20564,13,1551,24,0,149.76999999999995
Naruto Shippuden: Ultimate Ninja Storm 4,350000.0,250000.0,70000.0,0.0,30000.0,80.0,8.2,2016-02-09,394,295702380,25574280,143802,809,126675,558,46,54.81
Naruto Shippuden: Ultimate Ninja Storm Generations,1190000.0,530000.0,390000.0,150000.0,130000.0,74.0,7.0,2012-03-13,3800,6490500,31140,23499,7,110,12,0,635.7500000000001
Naruto Shippuden: Ultimate Ninja Storm Revolution,680000.0,300000.0,210000.0,90000.0,80000.0,67.5,7.2,2014-10-01,4183,5244780,528840,51833,30,2097,8,0,37.56
Naruto to Boruto: Shinobi Striker,480000.0,360000.0,30000.0,20000.0,70000.0,60.5,5.7,2018-08-31,1073,63538380,10107540,17732,485,23568,120,18,31.739999999999995
Naruto: Clash of Ninja 2,1040000.0,440000.0,120000.0,450000.0,30000.0,74.0,8.7,2006-09-26,13875,175020,31800,1054,6,136,0,0,16.71
Naruto: Clash of Ninja Revolution,1020000.0,440000.0,460000.0,0.0,110000.0,74.0,7.9,2007-10-23,23356,9360,900,132,1,9,0,0,10.4
Naruto: Clash of Ninja Revolution 2,380000.0,340000.0,20000.0,0.0,30000.0,72.0,8.3,2008-10-21,23829,5520,1020,40,1,8,0,0,5.41
Naruto: Ninja Council,220000.0,160000.0,60000.0,0.0,0.0,60.0,7.0,2006-03-07,10340,469020,8640,4007,3,22,0,0,225.52
Naruto: Rise of a Ninja,330000.0,290000.0,10000.0,0.0,30000.0,78.0,8.5,2007-10-30,13852,175920,44580,327,6,70,0,0,20.47
Naruto: The Broken Bond,590000.0,240000.0,280000.0,0.0,60000.0,80.0,8.0,2008-11-18,18002,58080,10140,70,3,24,0,0,16.919999999999998
Naruto: Ultimate Ninja 2,570000.0,470000.0,20000.0,0.0,80000.0,73.0,7.8,2008-09-17,12288,267060,11520,754,4,42,0,0,61.49
Naruto: Ultimate Ninja Storm,1070000.0,490000.0,340000.0,90000.0,150000.0,75.0,8.2,2008-11-04,4761,3936120,404760,7579,24,2110,6,0,36.18
Naruto: Uzumaki Chronicles 2,580000.0,280000.0,220000.0,0.0,70000.0,52.0,7.2,2007-09-04,21999,18240,6480,20,1,24,0,0,2.81
Naughty Bear,850000.0,390000.0,330000.0,0.0,110000.0,43.0,5.6,2010-06-29,13602,187920,13500,2009,4,64,0,0,48.08000000000001
Need for Speed Rivals,5200000.0,1950000.0,2460000.0,90000.0,700000.0,77.4,5.2,2013-11-15,4085,5558160,3000300,6730,45,17404,8,4,7.66
Need for Speed Underground,10410000.0,5260000.0,3940000.0,90000.0,1130000.0,82.0,8.3,2003-11-17,2094,20019660,1295760,12009,30,4479,36,0,74.78
Need for Speed Underground 2,9680000.0,4400000.0,4000000.0,80000.0,1210000.0,78.2,8.5,2004-11-15,1401,39912840,2406120,23013,39,9652,72,2,68.92999999999999
Need for Speed: High Stakes,2310000.0,1580000.0,640000.0,0.0,90000.0,86.0,8.7,1999-03-01,6318,1889640,59820,2016,8,172,2,0,103.06
Need for Speed: Hot Pursuit,5840000.0,2370000.0,2640000.0,30000.0,800000.0,78.2,6.4,2010-11-16,2645,13023540,1162560,19184,27,5569,23,0,60.05
Need for Speed: Hot Pursuit 2,3730000.0,3040000.0,510000.0,20000.0,140000.0,77.3,8.0,2002-10-01,5925,2259060,139260,4215,11,526,2,0,57.03
Need for Speed: Most Wanted,8030000.0,4440000.0,2810000.0,100000.0,680000.0,72.1,8.2,2005-11-15,2048,20849760,2528700,79110,97,15883,38,2,42.05
Need for Speed: Most Wanted 5-1-0,2090000.0,1770000.0,130000.0,20000.0,170000.0,72.0,7.6,2005-11-15,7416,1219980,94500,2886,9,420,1,0,93.54
Need for Speed: Porsche Unleashed,1250000.0,780000.0,420000.0,0.0,60000.0,70.0,8.0,2000-02-29,5827,2373480,42660,1942,7,124,3,0,158.0
Need for Speed: ProStreet,8420000.0,3230000.0,2520000.0,100000.0,2560000.0,65.8,6.6,2007-11-13,3258,8969880,396900,2999,15,1049,15,0,76.02
Need for Speed: The Run,4210000.0,1500000.0,2050000.0,40000.0,630000.0,66.0,5.8,2011-11-15,2381,15687660,744600,23337,21,2127,27,0,71.57
Need for Speed: Undercover,6870000.0,2490000.0,2520000.0,120000.0,1780000.0,62.9,6.1,2008-11-17,3825,6401580,311400,5837,9,1208,10,0,58.8
NeoGeo Battle Coliseum,330000.0,160000.0,130000.0,0.0,40000.0,66.0,8.8,2007-12-17,6510,1741560,30720,13501,4,149,3,0,194.01
Neopets Petpet Adventures: The Wand of Wishing,120000.0,110000.0,0.0,0.0,10000.0,66.0,7.7,2006-03-14,15234,120960,11400,253,4,73,0,0,32.78
Neopets: The Darkest Faerie,300000.0,150000.0,120000.0,0.0,40000.0,61.0,8.5,2005-11-16,6744,1585980,87120,3106,8,237,1,0,68.96000000000001
NeverDead,230000.0,120000.0,70000.0,10000.0,30000.0,51.0,5.3,2012-01-31,10496,445800,23460,2267,5,55,0,0,89.69999999999997
Neverwinter Nights,30000.0,0.0,30000.0,0.0,0.0,91.0,8.1,2002-06-16,2361,15876120,1377960,17911,38,2035,28,0,70.62
Neverwinter Nights 2,20000.0,0.0,20000.0,0.0,0.0,82.0,6.6,2006-11-01,5048,3412380,537960,9471,17,853,4,0,24.12
Neverwinter Nights 2: Mask of the Betrayer,10000.0,0.0,10000.0,0.0,0.0,82.0,8.5,2007-10-09,14162,162300,18000,144,3,25,0,0,27.87
New Gundam Breaker,130000.0,30000.0,0.0,100000.0,10000.0,43.0,2.9,2018-06-22,5543,2706660,233760,2510,34,831,4,0,17.88
Ni no Kuni II: Revenant Kingdom,890000.0,330000.0,310000.0,120000.0,130000.0,84.0,7.4,2018-03-23,765,114586560,8556720,37034,549,19524,217,15,154.82
NiGHTS: Journey of Dreams,410000.0,320000.0,20000.0,40000.0,30000.0,69.0,8.6,2007-12-18,10951,388680,21420,1997,8,55,0,0,115.89
Nickelodeon Kart Racers,90000.0,80000.0,0.0,0.0,10000.0,49.0,5.9,2018-10-23,8957,715500,36060,4676,6,200,1,0,54.46
Nickelodeon Party Blast,220000.0,160000.0,50000.0,0.0,10000.0,19.0,3.0,2002-10-30,21457,22320,780,170,1,4,0,0,28.62
Nicktoons: Battle for Volcano Island,580000.0,490000.0,60000.0,0.0,30000.0,64.5,7.1,2006-10-24,13017,220260,42900,3332,9,80,0,0,35.6
Night at the Museum: Battle of the Smithsonian,440000.0,240000.0,160000.0,0.0,40000.0,52.0,7.0,2009-05-05,13304,204840,1320,1717,1,2,0,0,155.18
Nights of Azure,90000.0,40000.0,40000.0,0.0,20000.0,67.0,7.2,2016-03-29,7336,1256880,359220,743,12,834,1,0,10.8
Nights of Azure 2: Bride of the New Moon,60000.0,20000.0,20000.0,10000.0,0.0,66.0,6.4,2017-10-24,6902,1496220,308340,2062,16,548,1,0,12.67
Nightshade,120000.0,60000.0,40000.0,0.0,10000.0,68.0,7.9,2004-02-10,11467,336780,49140,279,6,106,0,0,20.65
Ninja Assault,110000.0,50000.0,40000.0,0.0,10000.0,60.0,6.0,2002-11-18,25202,1140,240,19,1,2,0,0,4.75
Ninja Blade,330000.0,140000.0,140000.0,20000.0,30000.0,68.0,6.8,2009-04-07,6600,1672380,73980,2949,8,255,2,0,84.12
Ninja Gaiden 3,690000.0,350000.0,140000.0,140000.0,70000.0,58.0,4.7,2012-03-20,4723,3987540,15720,117915,7,45,6,0,500.98
Ninja Gaiden 3: Razor's Edge,190000.0,140000.0,30000.0,0.0,20000.0,69.0,7.4,2012-11-18,6443,1788000,314400,1060,15,510,1,0,24.090000000000003
Ninja Gaiden Black,90000.0,70000.0,20000.0,0.0,0.0,94.0,8.7,2005-09-20,1120,59779620,1235340,175930,47,2545,112,0,231.81
Ninja Gaiden Sigma 2,850000.0,520000.0,160000.0,80000.0,100000.0,83.0,7.8,2009-09-29,5193,3181020,177120,5857,9,258,4,0,61.48
Ninja Gaiden: Dragon Sword,210000.0,160000.0,10000.0,20000.0,20000.0,83.0,7.8,2008-03-25,9509,605820,1620,1277,1,5,1,0,373.96
Ninja Reflex,120000.0,110000.0,0.0,0.0,10000.0,49.0,5.9,2008-03-04,22835,12120,300,105,1,1,0,0,40.4
Ninjabread Man,80000.0,70000.0,0.0,0.0,10000.0,20.0,1.5,2007-10-01,19591,38460,2280,448,2,12,0,0,122.24
Nitroplus Blasterz: Heroines Infinite Duel,50000.0,10000.0,10000.0,30000.0,0.0,70.0,6.9,2016-02-02,4442,4615140,235020,12824,21,2237,6,0,76.66
No Man's Sky,2490000.0,1060000.0,1010000.0,40000.0,390000.0,74.0,6.2,2016-08-09,120,1574084520,78171060,450600,6992,176676,2990,148,71.04
No More Heroes,560000.0,290000.0,170000.0,40000.0,50000.0,83.0,8.5,2008-01-22,2898,11095800,323760,9003,17,568,20,0,117.28
No More Heroes 2: Desperate Struggle,400000.0,200000.0,110000.0,40000.0,30000.0,84.0,8.9,2010-01-26,6889,1502040,157920,1986,9,312,0,0,41.03
Nobunaga's Ambition: Iron Triangle,90000.0,40000.0,30000.0,0.0,10000.0,76.0,8.4,2009-01-27,23894,5100,960,10,1,1,0,0,5.31
Nobunaga's Ambition: Rise to Power,80000.0,0.0,0.0,80000.0,0.0,70.0,7.8,2008-02-05,24620,2280,600,13,1,4,0,0,3.8
Nobunaga's Ambition: Taishi,60000.0,10000.0,0.0,50000.0,0.0,70.0,5.3,2018-06-05,8542,819720,72120,1832,6,83,0,0,24.4
Nostalgia,190000.0,160000.0,0.0,20000.0,10000.0,72.0,7.6,2009-10-27,13882,174540,69360,222,7,127,0,0,8.76
Obscure,110000.0,60000.0,40000.0,0.0,10000.0,65.5,8.6,2005-04-06,2122,19544100,440400,68293,26,1739,34,0,222.92
Obscure: The Aftermath,210000.0,160000.0,30000.0,0.0,20000.0,59.5,8.2,2008-03-25,2962,10596360,191280,31707,17,563,18,0,274.38
Odama,110000.0,70000.0,20000.0,20000.0,0.0,62.0,8.0,2006-04-10,15403,115080,1380,1784,1,10,0,0,83.39
Oddworld: Abe's Exoddus,990000.0,550000.0,380000.0,0.0,60000.0,88.0,8.7,1998-11-17,5036,3439500,532680,1327,20,690,4,0,26.29
Oddworld: Abe's Oddysee,1240000.0,750000.0,440000.0,0.0,60000.0,85.0,8.9,1997-08-31,4093,5538000,592020,10066,20,1751,10,0,38.97000000000001
Oddworld: Munch's Oddysee,790000.0,580000.0,180000.0,0.0,30000.0,62.0,5.9,2001-11-06,8707,775440,128460,1012,9,420,0,0,23.32
Oddworld: Stranger's Wrath,260000.0,190000.0,60000.0,0.0,10000.0,88.0,8.8,2005-01-25,3521,7617960,236280,87272,17,821,12,0,135.39
Okage: Shadow King,360000.0,140000.0,110000.0,80000.0,40000.0,70.0,8.0,2001-10-01,7717,1091640,248820,499,16,651,1,0,16.55
Omega Quintet,30000.0,0.0,0.0,20000.0,0.0,58.0,7.1,2015-04-28,8291,891240,370440,773,12,635,0,0,6.83
Omen of Sorrow,40000.0,30000.0,0.0,0.0,10000.0,64.0,4.9,2018-11-16,7462,1197720,30600,7804,9,156,1,0,797.6700000000002
One Piece: Burning Blood,960000.0,320000.0,350000.0,180000.0,120000.0,62.7,7.2,2016-05-31,2319,16262340,1361220,34728,116,11111,28,0,41.61
One Piece: Pirate Warriors 2,660000.0,0.0,210000.0,420000.0,30000.0,71.0,7.8,2014-01-01,18385,52380,13440,63,3,42,0,0,8.16
One Piece: Pirate Warriors 3,970000.0,110000.0,310000.0,450000.0,80000.0,69.3,7.4,2015-08-25,3638,7146420,2391540,5660,38,9434,12,3,12.39
One Piece: Unlimited Adventure,190000.0,70000.0,0.0,110000.0,10000.0,67.0,8.5,2008-01-22,19323,41460,7020,38,2,14,0,0,11.69
Onechanbara Z2: Chaos,280000.0,160000.0,30000.0,50000.0,40000.0,57.0,6.8,2015-07-21,7768,1066800,195000,2320,8,807,1,0,16.26
Onechanbara: Bikini Samurai Squad,130000.0,110000.0,10000.0,0.0,10000.0,39.0,6.3,2009-02-10,12072,282900,9840,2190,3,26,0,0,86.11
Onechanbara: Bikini Zombie Slayers,120000.0,110000.0,0.0,0.0,10000.0,55.0,8.0,2009-02-10,23924,4980,1440,47,1,7,0,0,3.46
Oni,530000.0,260000.0,200000.0,0.0,70000.0,69.0,7.3,2001-01-29,5016,3489660,214560,10030,11,485,5,0,64.85000000000001
Onimusha Tactics,80000.0,60000.0,20000.0,0.0,0.0,64.0,7.9,2003-11-11,18527,50520,13320,54,2,19,0,0,7.66
Onimusha: Blade Warriors,120000.0,60000.0,50000.0,0.0,20000.0,65.0,6.9,2004-03-24,9263,650820,8400,5261,3,34,1,0,352.28
Onimusha: Dawn of Dreams,640000.0,150000.0,120000.0,340000.0,40000.0,81.0,8.8,2006-03-07,5818,2382660,154800,9437,8,183,3,0,51.03
Onimusha: Warlords,40000.0,0.0,0.0,40000.0,0.0,72.0,7.0,2019-01-15,1315,45103680,1163340,144933,166,3828,84,1,317.54
Online Chess Kingdoms,20000.0,10000.0,0.0,0.0,0.0,60.0,6.8,2006-11-28,15204,121860,20280,284,2,12,0,0,20.55
Onrush,80000.0,70000.0,0.0,0.0,10000.0,76.0,6.1,2018-06-05,3697,6907440,523200,7316,30,9874,12,0,21.82
