,game,Watch_time,Stream_time,Peak_viewers,Peak_channels,Streamers,Average_viewers,Average_channels,Average_viewer_ratio,global_sales,na_sales,eu_sales,jp_sales,other_sales,meta_critic_score,meta_user_score,release_date
174,call of duty 4: modern warfare,191357280,12195540,96292,639,51603,361,20,69.75,8920000.0,4080000.0,3410000.0,290000.0,1150000.0,87.0,7.8,2007-11-05
175,deus ex: mankind divided,188831400,6618900,109341,771,28370,356,12,79.00999999999998,390000.0,250000.0,110000.0,0.0,40000.0,83.0,7.5,2016-08-23
176,rpg maker,187106820,2800200,26726,39,5227,354,4,262.81,500000.0,110000.0,70000.0,290000.0,30000.0,66.0,8.0,2000-09-19
177,trials fusion,186704340,11270640,334435,138,30328,354,19,82.03,680000.0,250000.0,330000.0,10000.0,90000.0,79.5,7.1,2014-04-16
178,bioshock,185812440,14520480,297232,225,54091,351,24,67.03,4270000.0,2400000.0,1330000.0,60000.0,490000.0,95.0,8.9,2007-08-21
179,grand theft auto iv,185454720,6637800,71117,96,20452,350,10,133.8,22530000.0,11600000.0,7640000.0,580000.0,2720000.0,95.3,7.4,2008-04-29
180,metal gear solid 3: snake eater,184594980,2140500,159124,36,3585,349,2,368.02,4230000.0,1460000.0,0.0,830000.0,1930000.0,91.0,9.1,2004-11-17
181,silent hill 2,181123620,3754320,365908,89,8091,343,5,238.67,1280000.0,620000.0,490000.0,0.0,160000.0,89.0,9.1,2001-09-24
182,wwe 2k19,178480980,15882660,59640,319,23483,338,29,24.33,1460000.0,660000.0,600000.0,0.0,200000.0,76.5,5.2,2018-10-09
183,dead space 2,178166340,6569940,59030,122,23336,335,10,142.87,1840000.0,1070000.0,590000.0,0.0,170000.0,88.5,8.5,2011-01-25
184,castlevania: symphony of the night,176099220,4888080,758807,104,11618,332,7,185.82,1270000.0,580000.0,400000.0,210000.0,80000.0,93.0,9.2,1997-10-02
185,danganronpa: trigger happy havoc,175677300,8146800,87729,125,12134,333,13,111.77,340000.0,90000.0,60000.0,150000.0,50000.0,80.0,8.7,2014-02-11
186,s.t.a.l.k.e.r.: call of pripyat,173989920,9829860,100716,104,20150,329,17,93.87,60000.0,0.0,50000.0,0.0,10000.0,80.0,8.7,2010-02-02
187,mega man 11,172247220,2728440,155258,344,8809,327,4,118.17,590000.0,440000.0,30000.0,60000.0,70000.0,79.7,8.5,2018-10-02
188,fallout 3,172030020,14873400,335982,122,39006,324,26,54.49,9940000.0,5610000.0,3020000.0,160000.0,1140000.0,91.3,8.1,2008-10-28
189,just dance 2018,170455200,1347240,41390,27,3479,322,2,372.3,2000000.0,840000.0,960000.0,0.0,190000.0,71.9,4.6,2017-10-24
190,darksiders iii,169778520,6654120,85106,691,18615,322,11,53.31,380000.0,240000.0,80000.0,0.0,50000.0,67.7,7.1,2018-11-27
191,luigi's mansion,168928680,5291820,327150,253,11323,318,8,164.24,470000.0,190000.0,160000.0,90000.0,30000.0,74.0,8.0,2018-10-12
192,the witcher,168901740,11753880,42765,178,24800,319,20,69.08000000000001,60000.0,0.0,50000.0,0.0,10000.0,81.0,8.7,2007-10-30
193,mlb the show 18,164793000,8182740,12983,264,19809,313,14,40.49,1060000.0,860000.0,0.0,0.0,200000.0,82.0,6.4,2018-03-27
194,wwe 2k17,164352060,19975380,53477,599,40937,311,36,28.73,2460000.0,830000.0,1280000.0,0.0,330000.0,76.0,5.3,2016-10-11
195,tomb raider,163426740,22503180,138965,193,74995,308,39,36.08,5660000.0,3250000.0,2040000.0,130000.0,240000.0,88.5,8.4,1996-11-14
196,prison architect,163142040,8425980,52683,120,30579,308,14,97.12,50000.0,20000.0,20000.0,0.0,10000.0,80.0,6.9,2016-06-28
197,danganronpa v3: killing harmony,158872140,6015720,32367,195,6494,301,10,101.4,430000.0,110000.0,60000.0,200000.0,40000.0,80.5,7.6,2017-09-26
198,life is strange: before the storm,156970380,10333080,61962,1055,29665,298,18,44.73,310000.0,180000.0,60000.0,20000.0,40000.0,79.5,7.6,2018-03-06
199,dragon quest builders 2,155789760,5378580,17206,196,5015,295,9,51.63,290000.0,0.0,0.0,290000.0,0.0,85.5,8.0,2019-07-12
200,the crew 2,155629920,11449740,53553,578,48552,295,21,127.77,1150000.0,420000.0,520000.0,50000.0,150000.0,66.5,5.1,2018-06-29
201,metro 2033,153283260,9868560,96622,207,44698,290,18,77.81,780000.0,220000.0,420000.0,30000.0,90000.0,79.0,7.8,2010-03-16
202,s.t.a.l.k.e.r.: shadow of chernobyl,152023500,10014840,57036,103,21385,287,17,77.66000000000003,60000.0,10000.0,40000.0,0.0,10000.0,82.0,8.4,2007-03-20
203,dc universe online,150213960,32458320,16860,389,68548,284,59,21.91,740000.0,510000.0,170000.0,0.0,80000.0,69.5,7.0,2011-01-11
204,world of final fantasy,147961500,11920140,64966,562,20598,278,20,53.4,970000.0,330000.0,320000.0,180000.0,150000.0,77.0,8.3,2016-10-25
205,pillars of eternity,147822000,5639220,30974,73,11093,278,8,106.13,20000.0,0.0,20000.0,0.0,0.0,89.0,8.3,2014-07-01
206,wolfenstein: the new order,144081780,8680080,244023,118,35370,272,13,86.19999999999997,2070000.0,620000.0,1060000.0,50000.0,320000.0,72.0,7.6,2014-05-20
207,super meat boy,143271360,5620140,445215,144,38905,269,7,130.14,10000.0,0.0,0.0,0.0,0.0,85.0,6.9,2016-04-29
208,the last guardian,141626400,2340600,68185,160,17429,266,2,186.38,1290000.0,400000.0,580000.0,130000.0,190000.0,82.0,7.9,2016-12-06
209,trackmania turbo,139221300,5925060,92968,384,27063,263,9,106.04,580000.0,90000.0,400000.0,0.0,80000.0,78.7,7.3,2016-03-22
210,catherine,139078140,2575920,251558,84,6350,262,2,214.39,1020000.0,500000.0,210000.0,230000.0,80000.0,80.5,8.1,2011-07-26
211,the surge,138265200,7047060,69588,465,21973,262,11,51.0,310000.0,140000.0,120000.0,10000.0,40000.0,73.5,6.8,2017-05-16
212,the wolf among us,136490940,8716020,54949,318,32811,257,14,83.69,440000.0,250000.0,110000.0,0.0,80000.0,76.0,8.2,2014-11-04
213,middle-earth: shadow of mordor,134421300,20007360,38066,243,80056,254,36,26.59,5560000.0,2160000.0,2580000.0,70000.0,750000.0,77.5,6.9,2014-09-30
214,blazblue: central fiction,134336640,3598800,146036,86,15045,252,4,188.96,290000.0,140000.0,30000.0,80000.0,30000.0,74.5,7.4,2016-11-01
215,hello neighbor,132301080,2628120,101135,146,16239,249,3,282.49,1010000.0,520000.0,370000.0,0.0,120000.0,49.3,4.2,2017-12-08
216,call of duty: modern warfare 3,131599020,11638080,79767,197,40530,248,20,56.81,29880000.0,15020000.0,11060000.0,620000.0,3180000.0,84.7,3.2,2011-11-08
217,mafia,131249760,2891040,92789,65,5902,248,2,235.86,970000.0,510000.0,360000.0,0.0,100000.0,73.0,8.2,2004-01-28
218,tales of berseria,131136300,11155800,34470,279,16907,246,20,115.88,650000.0,220000.0,100000.0,260000.0,70000.0,79.0,7.0,2017-01-24
219,nhl 16,129637620,20453820,21887,290,50662,244,38,15.510000000000002,660000.0,380000.0,160000.0,0.0,120000.0,78.0,5.4,2015-09-15
220,bully: scholarship edition,128268300,2431800,62706,40,8457,242,2,223.01,1620000.0,700000.0,720000.0,30000.0,170000.0,78.3,8.0,2008-03-05
221,gran turismo sport,128229840,6678660,28693,118,9402,242,11,63.92,3770000.0,630000.0,2350000.0,240000.0,540000.0,75.0,5.9,2017-10-17
222,metal gear solid 4: guns of the patriots,126693840,1507200,14623,27,1725,240,0,366.94,6000000.0,2630000.0,1720000.0,830000.0,810000.0,94.0,8.8,2008-06-12
223,elex,123141060,4740840,69909,360,7820,232,8,55.53,270000.0,70000.0,160000.0,0.0,40000.0,60.0,6.4,2017-10-17
224,just cause 4,122971680,3548400,60646,314,15278,233,6,77.31,850000.0,350000.0,350000.0,30000.0,120000.0,67.5,5.4,2018-12-04
225,ultra street fighter iv,121139820,5787960,68984,115,18142,228,7,98.33,100000.0,0.0,80000.0,0.0,10000.0,71.0,6.3,2015-05-26
226,dead space 3,120428160,7493760,52618,124,24835,226,12,82.64,2210000.0,1110000.0,830000.0,0.0,270000.0,77.3,6.3,2013-02-05
227,uncharted: the lost legacy,119593200,2378700,71511,228,17642,226,3,105.87,2370000.0,580000.0,1380000.0,40000.0,360000.0,84.0,7.9,2017-08-22
228,the escapists 2,118871640,3265620,71391,172,16111,225,4,101.12,440000.0,130000.0,240000.0,0.0,50000.0,75.0,6.5,2017-08-22
229,wwe 2k18,118789320,13722060,66990,292,23419,225,25,26.290000000000006,2220000.0,940000.0,1000000.0,0.0,300000.0,56.0,3.8,2017-10-17
230,just dance 2017,116803140,1194360,83467,33,3840,220,1,386.55,2580000.0,1180000.0,1160000.0,0.0,240000.0,74.3,6.6,2016-10-25
231,nba 2k15,116284980,12106440,14528,169,35400,218,22,25.140000000000004,7260000.0,5140000.0,1060000.0,30000.0,1030000.0,83.8,4.9,2014-10-07
232,ni no kuni ii: revenant kingdom,114586560,8556720,37034,549,19524,217,15,154.82,890000.0,330000.0,310000.0,120000.0,130000.0,84.0,7.4,2018-03-23
233,uncharted: the nathan drake collection,113903160,6402060,56332,118,65860,215,10,86.14,5700000.0,2550000.0,2110000.0,100000.0,940000.0,86.0,8.5,2015-10-07
234,dragon age: origins,113853000,11188020,229379,104,19457,213,19,59.21,2170000.0,960000.0,880000.0,80000.0,250000.0,89.0,8.4,2009-11-03
235,grand theft auto iii,110784420,4102620,345017,88,10317,209,5,136.84,13110000.0,6990000.0,4520000.0,300000.0,1300000.0,95.0,8.4,2001-10-23
236,sonic mania,110403360,6386760,209339,625,33068,208,11,61.17,910000.0,420000.0,360000.0,20000.0,100000.0,85.0,7.9,2017-08-15
237,mirror's edge catalyst,110402040,3775680,227171,237,31285,207,5,115.53,690000.0,250000.0,310000.0,30000.0,90000.0,71.7,5.5,2016-06-07
238,silent hill,108869520,2883300,163341,65,6875,206,2,192.92,1600000.0,710000.0,480000.0,300000.0,100000.0,86.0,9.1,1999-01-31
239,alan wake,108868020,7532340,35926,186,25700,204,12,75.75,1330000.0,660000.0,500000.0,50000.0,120000.0,83.0,8.2,2010-05-18
240,silent hill 3,108390840,1994580,262729,51,3733,204,2,218.14,710000.0,350000.0,270000.0,0.0,90000.0,85.0,8.9,2003-08-06
241,the witcher 2: assassins of kings,107228520,7002120,39369,94,15746,202,10,75.97,980000.0,270000.0,560000.0,0.0,140000.0,88.0,8.5,2011-05-17
242,final fantasy xiii,107074680,8445240,23797,83,13595,202,14,63.89,7540000.0,3050000.0,1900000.0,1880000.0,720000.0,82.5,6.6,2010-03-09
243,secret of mana,101999640,4511700,139905,447,9841,191,6,140.75,320000.0,60000.0,120000.0,90000.0,40000.0,67.5,7.2,2018-02-15
244,bioshock: the collection,101979000,5519580,33910,299,28131,191,9,69.24,1340000.0,760000.0,360000.0,30000.0,190000.0,84.0,8.5,2016-09-13
245,age of empires iii: the asian dynasties,100750200,6402300,9019,64,7346,190,10,78.3,60000.0,0.0,50000.0,0.0,10000.0,81.0,8.5,2007-10-23
246,batman: arkham knight,100743120,24461580,31215,259,76862,189,43,17.52,5690000.0,2620000.0,2140000.0,110000.0,800000.0,86.0,7.4,2015-06-23
247,moonlighter,100728120,5469120,33857,349,18706,190,10,59.45,10000.0,10000.0,0.0,0.0,0.0,81.0,7.3,2018-11-09
248,resident evil: revelations 2,100659720,6564780,36561,81,44807,187,10,72.14,1240000.0,370000.0,380000.0,360000.0,120000.0,63.4,7.8,2015-02-24
249,plants vs. zombies: garden warfare 2,100409460,11455860,31229,248,68837,189,19,37.42,910000.0,480000.0,360000.0,0.0,80000.0,81.0,7.7,2016-02-23
250,spore,100028160,2856960,88125,68,15790,188,2,174.89,1160000.0,30000.0,1060000.0,0.0,70000.0,84.0,5.4,2008-09-07
251,pro evolution soccer 2019,98311980,8981820,32794,202,17035,186,16,22.85,500000.0,60000.0,230000.0,150000.0,50000.0,79.0,6.4,2018-08-28
252,persona 4 golden,98249400,3009480,19600,44,2936,183,5,162.3,1250000.0,370000.0,290000.0,390000.0,210000.0,93.0,8.5,2012-11-20
253,silent hill 4: the room,97529100,1612080,175065,40,2491,183,0,300.55,690000.0,390000.0,230000.0,0.0,70000.0,76.0,8.0,2004-09-07
254,metal gear rising: revengeance,97048800,3939120,46885,61,14521,183,5,126.81,2000000.0,770000.0,560000.0,440000.0,230000.0,81.0,8.0,2013-02-19
255,just cause 3,96805260,26385480,63618,510,127762,182,47,17.02,3150000.0,1080000.0,1600000.0,90000.0,400000.0,72.7,6.3,2015-12-01
256,dragon age: inquisition,93633120,24410340,15911,163,50706,176,45,15.81,4640000.0,2440000.0,1520000.0,80000.0,590000.0,82.5,6.3,2014-11-18
257,halo: reach,93630420,12710760,170060,1120,44817,177,22,30.15,9970000.0,7080000.0,2010000.0,80000.0,800000.0,91.0,8.2,2010-09-14
258,the sims 3,93599580,6364980,31020,74,20997,175,11,73.95,5210000.0,2570000.0,2130000.0,30000.0,480000.0,69.2,4.8,2010-10-26
259,f1 2018,93271140,5331360,33809,210,20776,177,10,34.65000000000001,710000.0,100000.0,500000.0,10000.0,90000.0,83.7,7.7,2018-08-24
260,judgment,92046480,2950920,20269,114,3370,174,5,61.07,220000.0,0.0,0.0,220000.0,0.0,80.0,8.4,2019-06-25
261,hyper light drifter,91977960,5581800,435265,298,24488,171,9,85.36999999999998,10000.0,0.0,0.0,10000.0,0.0,80.0,7.6,2016-07-26
262,dead rising,91403640,3817140,174176,196,11497,172,5,120.44,120000.0,70000.0,0.0,20000.0,10000.0,76.5,7.4,2016-09-13
263,sniper elite 4,90385920,10585500,46411,366,39997,170,18,25.83,850000.0,390000.0,340000.0,0.0,120000.0,79.0,7.0,2017-02-14
264,far cry 4,89496120,23102820,19812,238,87268,167,43,19.44,7290000.0,2670000.0,3600000.0,130000.0,900000.0,78.5,7.4,2014-11-18
265,attack on titan,89280600,6489840,99516,424,29887,168,10,45.96,870000.0,140000.0,310000.0,340000.0,70000.0,65.2,7.3,2017-01-01
266,goldeneye 007,86379540,4279680,45357,70,4837,162,6,97.6,1440000.0,840000.0,600000.0,0.0,0.0,72.5,7.2,2010-11-02
267,"warhammer 40,000: dawn of war iii",86208120,2778600,39305,265,5044,161,4,130.72,40000.0,0.0,40000.0,0.0,0.0,77.0,4.6,2017-04-27
268,project cars 2,85607040,9135720,60389,250,21387,161,16,29.43,750000.0,110000.0,530000.0,20000.0,90000.0,83.0,5.9,2017-09-22
269,tekken tag tournament 2,85507080,5765220,23192,86,11539,160,8,65.08,530000.0,280000.0,180000.0,20000.0,40000.0,83.0,7.8,2012-09-11
270,f1 2017,83445480,4103220,63948,147,16714,157,6,52.87,830000.0,80000.0,620000.0,20000.0,100000.0,86.3,7.4,2017-08-25
271,mirror's edge,81600300,3246660,578149,101,15621,152,3,120.53000000000002,2340000.0,820000.0,1150000.0,30000.0,340000.0,79.7,7.8,2008-11-11
272,darksiders ii,81053940,9091920,259931,170,24984,150,15,51.01999999999999,1800000.0,870000.0,710000.0,10000.0,210000.0,84.0,7.7,2012-08-14
273,fire emblem,80937540,2664780,146862,102,4583,152,3,153.87,970000.0,490000.0,180000.0,290000.0,10000.0,88.0,9.0,2003-11-03
274,forza motorsport 7,80389680,10568640,55547,191,23845,151,19,22.79,1520000.0,580000.0,810000.0,10000.0,120000.0,86.0,6.2,2017-10-03
275,assetto corsa,80214360,16355340,19057,241,40642,151,30,24.35,80000.0,0.0,60000.0,10000.0,10000.0,73.0,6.0,2016-08-30
276,hitman: absolution,79252920,2797380,81842,69,13036,148,4,137.26,3760000.0,1270000.0,1960000.0,80000.0,450000.0,81.0,7.4,2012-11-20
277,star wars: knights of the old republic,78445740,4964880,218447,110,13540,146,7,87.13000000000002,140000.0,10000.0,110000.0,0.0,20000.0,93.0,9.0,2003-11-18
278,nhl 18,78344460,5650320,30217,127,20097,148,9,31.3,960000.0,630000.0,190000.0,0.0,140000.0,76.0,3.8,2017-09-15
279,bayonetta,77924880,5638980,68140,157,18288,146,8,61.88999999999999,2140000.0,950000.0,650000.0,300000.0,240000.0,88.5,7.9,2010-01-05
280,the talos principle,77072340,4349880,366687,86,12082,144,5,88.19999999999997,40000.0,0.0,40000.0,0.0,10000.0,88.0,8.1,2015-10-13
281,tropico 5,76458360,5756520,31444,196,24652,143,8,83.86000000000001,200000.0,70000.0,110000.0,0.0,10000.0,73.0,7.2,2015-01-01
282,metal gear survive,74952420,5213820,47766,363,11000,142,9,22.69,310000.0,130000.0,70000.0,50000.0,40000.0,61.0,1.6,2018-02-20
283,grid 2,74728380,2352540,47847,138,11943,140,3,144.52,710000.0,150000.0,480000.0,10000.0,80000.0,80.0,6.1,2013-05-28
284,assassin's creed ii,74482800,5811000,50549,74,15051,140,8,59.89,11410000.0,5690000.0,3950000.0,290000.0,1450000.0,89.0,8.2,2009-11-17
285,sleeping dogs,73307820,6100980,54580,267,30933,137,9,63.97,1910000.0,690000.0,900000.0,60000.0,250000.0,81.5,7.8,2012-08-14
286,the legend of zelda: four swords adventures,72574080,435780,278153,33,863,137,0,683.15,810000.0,630000.0,160000.0,0.0,20000.0,86.0,7.5,2004-06-07
287,sword art online: hollow realization,71960640,6777120,23008,272,14247,133,9,48.57,410000.0,180000.0,60000.0,120000.0,50000.0,69.0,7.4,2016-11-08
288,deus ex,71900220,1695480,219620,37,3316,135,0,179.94,10000.0,0.0,10000.0,0.0,0.0,90.0,9.2,2000-06-26
289,far cry 3,71583000,6311820,38800,82,22131,134,9,58.49,6250000.0,2260000.0,3120000.0,120000.0,750000.0,90.5,8.6,2012-12-04
290,owlboy,70834380,1982040,203483,123,7119,132,1,172.06,100000.0,70000.0,10000.0,0.0,20000.0,87.5,7.0,2018-05-29
291,batman: arkham city,70378980,5133900,205964,83,14888,132,8,74.53,10290000.0,5710000.0,3170000.0,150000.0,1260000.0,95.0,8.7,2011-10-18
292,jak and daxter: the precursor legacy,70363800,2356260,446006,45,7814,131,1,156.18,3640000.0,2080000.0,1090000.0,150000.0,330000.0,90.0,8.8,2001-12-04
293,metroid: zero mission,69287940,2043840,440765,51,4292,129,1,171.77,840000.0,600000.0,220000.0,0.0,10000.0,89.0,8.8,2004-02-09
294,assassin's creed iv: black flag,68919600,15406680,8294,149,43979,130,27,17.92,13710000.0,6230000.0,5580000.0,200000.0,1730000.0,84.5,7.8,2013-11-22
295,super monkey ball 2,68837940,1675200,299632,43,2682,129,1,191.96,1520000.0,1110000.0,310000.0,60000.0,40000.0,87.0,8.4,2002-08-25
296,bridge constructor portal,68703300,825300,69040,66,3197,129,0,288.8300000000001,20000.0,20000.0,0.0,0.0,0.0,78.0,6.5,2018-08-28
297,spyro: year of the dragon,68587980,2189040,467371,56,3313,129,1,153.28,3710000.0,1930000.0,1580000.0,0.0,190000.0,91.0,8.9,2000-10-23
298,batman: arkham asylum,68360520,6060480,150963,152,20733,126,9,55.76,7820000.0,4500000.0,2280000.0,90000.0,960000.0,91.5,8.8,2009-08-25
299,shin megami tensei: persona 3 fes,67766940,4157640,11025,59,5205,125,6,85.01,630000.0,220000.0,200000.0,160000.0,50000.0,89.0,7.4,2008-04-22
300,yooka-laylee,67522560,3987420,194237,498,12366,126,5,86.92,390000.0,140000.0,200000.0,0.0,60000.0,70.5,5.9,2018-01-01
301,the end is nigh,67452960,1257000,175470,144,4008,127,1,127.24,60000.0,50000.0,0.0,0.0,10000.0,80.0,7.9,2017-12-12
302,battlefield 3,66704880,11325000,106568,116,44064,124,18,29.97,14560000.0,7330000.0,5060000.0,410000.0,1760000.0,84.5,7.5,2011-10-25
303,metro redux,66412560,7058220,52756,128,29449,125,11,46.46,680000.0,220000.0,310000.0,50000.0,100000.0,83.0,7.9,2014-08-26
304,pro evolution soccer 2018,65790060,5834400,45109,122,13395,125,10,28.17,910000.0,200000.0,430000.0,190000.0,100000.0,76.8,6.8,2017-09-12
305,sherlock holmes: the devil's daughter,64165200,1992660,46042,62,6062,120,3,147.38,120000.0,100000.0,0.0,0.0,20000.0,68.5,7.2,2016-10-25
306,wolfenstein: the old blood,64158360,2583180,239532,57,14482,119,1,117.44,630000.0,200000.0,320000.0,20000.0,80000.0,75.5,7.8,2015-05-05
307,shadow tactics: blades of the shogun,63566580,2446020,63483,121,7425,119,3,144.35,10000.0,10000.0,0.0,0.0,0.0,85.0,7.7,2017-08-01
308,naruto to boruto: shinobi striker,63538380,10107540,17732,485,23568,120,18,31.739999999999995,480000.0,360000.0,30000.0,20000.0,70000.0,60.5,5.7,2018-08-31
309,xcom: enemy unknown,62823480,3745380,82768,82,11449,117,4,86.19,590000.0,250000.0,240000.0,0.0,100000.0,89.0,8.3,2012-10-09
310,portal knights,62489280,7139100,74107,264,23402,116,12,55.22,200000.0,60000.0,70000.0,40000.0,10000.0,74.0,7.0,2017-05-23
311,rayman legends,62416200,3123960,358562,118,24558,115,4,105.67,3790000.0,940000.0,2360000.0,30000.0,470000.0,90.2,8.4,2014-02-18
312,dead rising 2,62280060,2635260,39102,60,10005,115,3,117.28,2970000.0,1250000.0,1100000.0,260000.0,360000.0,75.8,7.0,2016-09-27
313,dirt rally,61525920,13194720,28284,380,45042,114,23,23.61,760000.0,250000.0,410000.0,0.0,100000.0,85.7,8.1,2016-04-05
314,halo wars 2,61201860,7927800,23601,465,18178,113,13,66.09,530000.0,310000.0,170000.0,0.0,50000.0,74.5,5.9,2017-02-21
315,battle chasers: nightwar,61016940,2729760,36765,146,5642,114,3,52.87000000000001,100000.0,70000.0,20000.0,0.0,10000.0,79.5,6.8,2017-10-03
316,armello,60493560,3128640,39585,72,9951,112,3,96.46,20000.0,20000.0,0.0,0.0,0.0,74.0,7.1,2018-03-13
317,darksiders,60486600,6513720,36298,133,17641,113,10,44.99,1490000.0,760000.0,480000.0,30000.0,210000.0,82.7,7.8,2010-01-05
318,metal gear solid: peace walker,60327300,827940,10868,21,1142,112,0,310.23,2080000.0,460000.0,420000.0,960000.0,250000.0,89.0,8.7,2010-06-08
319,zero escape: virtue's last reward,60215640,1307640,65291,28,1139,111,0,199.4,30000.0,30000.0,0.0,0.0,0.0,88.0,8.7,2012-10-23
320,assassin's creed syndicate,60132060,15695880,19418,163,72636,112,26,18.28,5300000.0,1760000.0,2760000.0,80000.0,690000.0,76.0,6.5,2015-10-23
321,ninja gaiden black,59779620,1235340,175930,47,2545,112,0,231.81,90000.0,70000.0,20000.0,0.0,0.0,94.0,8.7,2005-09-20
322,tales of symphonia,58814880,4119900,25425,137,7290,109,5,71.11,1100000.0,540000.0,210000.0,310000.0,40000.0,86.0,9.0,2004-07-14
323,tales of vesperia,57463080,4798260,15167,230,4872,108,7,65.6,740000.0,320000.0,180000.0,190000.0,50000.0,79.0,8.9,2008-08-26
324,homefront: the revolution,57388380,3683280,88898,209,18406,107,5,55.0,790000.0,250000.0,410000.0,40000.0,100000.0,50.3,4.1,2016-05-17
325,max payne 3,56958180,2583480,53420,46,9456,107,2,103.0,3490000.0,1450000.0,1550000.0,70000.0,400000.0,86.5,7.8,2012-05-15
326,dragon quest viii: journey of the cursed king,56714400,2161140,22668,36,2187,104,1,127.38,1150000.0,140000.0,110000.0,880000.0,20000.0,85.0,8.5,2017-01-20
327,fable anniversary,56632980,4146240,26736,68,12703,105,5,64.92999999999999,450000.0,260000.0,150000.0,10000.0,40000.0,68.0,6.8,2014-02-04
328,bioshock 2,56409960,4512600,34246,56,14337,105,7,66.55,3750000.0,2300000.0,1000000.0,40000.0,420000.0,88.0,8.2,2010-02-09
329,devil may cry hd collection,56395200,3826980,30151,129,14299,105,6,94.31,250000.0,140000.0,60000.0,20000.0,30000.0,65.5,8.4,2018-03-13
330,god of war collection,56021880,887640,29553,29,1527,105,0,324.03,240000.0,100000.0,70000.0,20000.0,50000.0,73.0,7.7,2014-05-06
331,pro evolution soccer 2017,55643460,7017480,56911,195,14733,102,11,31.640000000000004,1130000.0,170000.0,580000.0,260000.0,130000.0,74.3,6.4,2016-09-13
